id	filename	md5	size	state
0389c08d-927d-4254-8d7f-f44963594db3	2826bcb9-5ddb-49c5-96fd-a3dba5885e7a.htseq.counts.gz	c4f5255f3e0d553ac2a2dbfd4eae8610	257186	validated
06024e67-5afb-4bd7-98af-1a5ef7abd554	3a04fb30-378c-48a0-a02e-85cf81b31b43.htseq.counts.gz	bb66f1f847107d7d2ad310e6fa720712	255526	validated
091a502c-544e-421b-8024-62a4807cccf5	54a62dcd-c9a6-4a97-85c9-62e364766fca.htseq.counts.gz	c4beca6838ff9edb43505a11e6547898	255703	validated
0bf50119-afec-41f8-8b89-262dfb8c3a53	d5f0ea64-6660-49ac-a37e-3cd747045147.htseq.counts.gz	3c58526bdff2b5c4db41bca3ded6e8a1	247168	validated
15877ef9-8b99-4f7c-8c7b-4ba02d7c7991	9075b4ab-16ef-4cdd-bfe5-855d18b15e11.htseq.counts.gz	d52e92bcdcf32c66a5a7e0a6e8d68aad	255624	validated
2a1ad552-6622-4e0c-85c5-a3af9d30134a	9151bbcc-ecef-40fc-8834-e24ff848e1a2.htseq.counts.gz	7acc25febf2e7a73a0e83c142b5f6741	257275	validated
2b910e19-170e-4f6a-b5a5-6ff4c218aa41	446db9e9-d5aa-48ba-a84d-cf6a7d8f8fc4.htseq.counts.gz	c3356c1c9c843e76b6a9539db6f7551c	254470	validated
32eb0ddd-8bc4-4c64-91f8-ccdd84539688	f40edd33-8549-48a2-9fc7-a9313468b155.htseq.counts.gz	e71c8017bb4689b21785100b7e5d98f5	258870	validated
35450c3a-d2f7-489e-86eb-2125b7d2a6d5	d8a963cd-8c5d-4b31-86bc-ecaf7e74b456.htseq.counts.gz	8de3dc33c3957d44fd1b2dd4f27439d4	250792	validated
3cf0a287-af2f-4e61-87ed-a98bef5032a9	db630aab-54b5-4729-852a-aec20152be99.htseq.counts.gz	ce6a428b27b1b5f63da1b2af5e11b751	253830	validated
